4 3e-06
5 8e-06
6 2.1e-05
7 2.4e-05
8 5.9e-05
9 0.000216
10 0.001469
11 0.000273
12 0.000909
13 0.002588
14 0.01045
15 0.007614
16 0.013795
17 0.002229
18 0.037677
19 0.014088
20 0.085449
21 0.022528
22 0.028213
23 0.102366
24 3.38392
25 0.533932
26 1.3374
27 1.92997
28 5.16012
29 0.824654
30 0.127402
31 0.129052
32 0.116358
33 0.289544
34 3.07438
35 3.38108
36 2.11351
