14 0.00013
15 0.000262
16 0.000846
17 0.001047
18 0.002332
19 0.004498
20 0.007866
21 0.014877
22 0.011904
23 0.023105
24 0.050784
25 0.10073
26 0.182445
27 0.364788
28 0.734411
29 1.45692
30 2.91583
31 5.86446
32 11.6285
33 23.2579
34 46.499
