200 0.00104
400 0.006723
600 0.011799
800 0.018233
1000 0.034057
1200 0.05897
1400 0.092341
1600 0.135264
1800 0.182484
2000 0.25652
2200 0.348702
2400 0.438738
2600 0.552084
2800 0.687481
3000 0.802862
3200 0.97461
3400 1.19621
3600 1.37534
3800 1.73809
4000 1.91829
4200 2.37998
4400 2.62011
4600 3.20631
4800 3.26836
5000 3.76092
5200 4.08032
5400 4.67128
5600 5.12578
5800 5.58046
